NAME          Proxy
    X00123  R01168    1.
    X00123  R01169    1.
    X00123  R01170    -1.
    X00123  R01171    1.
    X00124  R00124    1.
    X00124  R00281    1.
    X00124  R00784    1.
    X00124  R00785    1.
    X00124  R00786    -1.
    X00124  R00787    1.
    X00125  R00125    1.
    X00125  R00220    1.
    X00125  R00788    1.
    X00125  R00789    1.
    X00125  R00790    -1.
    X00125  R00791    1.
    X00125  R01168    1.
    X00125  R01169    -1.
    X00125  R01170    1.
    X00125  R01171    1.
    X00126  R00126    1.
    X00126  R00219    1.
    X00126  R00792    1.
    X00126  R00793    1.
    X00126  R00794    -1.
    X00126  R00795    1.
    X00126  R01164    1.
    X00126  R01165    -1.
    X00126  R01166    1.
    X00126  R01167    1.
    X00127  R00127    1.
    X00127  R00218    1.
    X00127  R00796    1.
    X00127  R00797    1.
    X00127  R00798    -1.
    X00127  R00799    1.
    X00127  R01160    1.
    X00127  R01161    -1.
    X00127  R01162    1.
    X00127  R01163    1.
    X00128  R00128    1.
    X00128  R00800    1.
    X00128  R00801    1.
    X00128  R00802    -1.
    X00128  R00803    1.
    X00129  R00129    1.
    X00129  R00804    1.
    X00129  R00805    1.
    X00129  R00806    -1.
    X00129  R00807    1.
    X00130  R00130    1.
    X00130  R00808    1.
    X00130  R00809    1.
    X00130  R00810    -1.
    X00130  R00811    1.
    X00131  R00131    1.
    X00131  R00221    1.
    X00131  R00812    1.
    X00131  R00813    1.
    X00131  R00814    -1.
    X00131  R00815    1.
    X00131  R01172    1.
    X00131  R01173    1.
    X00131  R01174    -1.
    X00131  R01175    1.
    X00132  R00132    1.
    X00132  R00222    1.
    X00132  R00816    1.
    X00132  R00817    1.
    X00132  R00818    -1.
    X00132  R00819    1.
    X00132  R01176    1.
    X00132  R01177    1.
    X00132  R01178    -1.
    X00132  R01179    1.
    X00133  R00133    1.
    X00133  R00223    1.
    X00133  R00820    1.
    X00133  R00821    1.
    X00133  R00822    -1.
    X00133  R00823    1.
    X00133  R01180    1.
    X00133  R01181    1.
    X00133  R01182    -1.
    X00133  R01183    1.
    X00134  R00134    1.
    X00134  R00283    1.
    X00134  R00824    1.
    X00134  R00825    1.
    X00134  R00826    -1.
    X00134  R00827    1.
    X00135  R00135    1.
    X00135  R00223    1.
    X00135  R00828    1.
    X00135  R00829    1.
    X00135  R00830    -1.
    X00135  R00831    1.
    X00135  R01180    1.
    X00135  R01181    -1.
    X00135  R01182    1.
    X00135  R01183    1.
    X00136  R00136    1.
    X00136  R00222    1.
    X00136  R00832    1.
    X00136  R00833    1.
    X00136  R00834    -1.
    X00136  R00835    1.
    X00136  R01176    1.
    X00136  R01177    -1.
    X00136  R01178    1.
    X00136  R01179    1.
    X00137  R00137    1.
    X00137  R00221    1.
    X00137  R00836    1.
    X00137  R00837    1.
    X00137  R00838    -1.
    X00137  R00839    1.
    X00137  R01172    1.
    X00137  R01173    -1.
    X00137  R01174    1.
    X00137  R01175    1.
    X00138  R00138    1.
    X00138  R00840    1.
    X00138  R00841    1.
    X00138  R00842    -1.
    X00138  R00843    1.
    X00139  R00139    1.
    X00139  R00284    1.
    X00139  R00844    1.
    X00139  R00845    1.
    X00139  R00846    -1.
    X00139  R00847    1.
    X00140  R00140    1.
    X00140  R00848    1.
    X00140  R00849    1.
    X00140  R00850    -1.
    X00140  R00851    1.
    X00141  R00141    1.
    X00141  R00852    1.
    X00141  R00853    1.
    X00141  R00854    -1.
    X00141  R00855    1.
    X00142  R00142    1.
    X00142  R00224    1.
    X00142  R00856    1.
    X00142  R00857    1.
    X00142  R00858    -1.
    X00142  R00859    1.
    X00142  R01184    1.
    X00142  R01185    1.
    X00142  R01186    -1.
    X00142  R01187    1.
    X00143  R00143    1.
    X00143  R00225    1.
    X00143  R00860    1.
    X00143  R00861    1.
    X00143  R00862    -1.
    X00143  R00863    1.
    X00143  R01188    1.
    X00143  R01189    1.
    X00143  R01190    -1.
    X00143  R01191    1.
    X00144  R00144    1.
    X00144  R00226    1.
    X00144  R00864    1.
    X00144  R00865    1.
    X00144  R00866    -1.
    X00144  R00867    1.
    X00144  R01192    1.
    X00144  R01193    1.
    X00144  R01194    -1.
    X00144  R01195    1.
    X00145  R00145    1.
    X00145  R00285    1.
    X00145  R00868    1.
    X00145  R00869    1.
    X00145  R00870    -1.
    X00145  R00871    1.
    X00146  R00146    1.
    X00146  R00226    1.
    X00146  R00872    1.
    X00146  R00873    1.
    X00146  R00874    -1.
    X00146  R00875    1.
    X00146  R01192    1.
    X00146  R01193    -1.
    X00146  R01194    1.
    X00146  R01195    1.
    X00147  R00147    1.
    X00147  R00225    1.
    X00147  R00252    1.
    X00147  R00876    1.
    X00147  R00877    1.
    X00147  R00878    -1.
    X00147  R00879    1.
    X00147  R01188    1.
    X00147  R01189    -1.
    X00147  R01190    1.
    X00147  R01191    1.
    X00147  R01296    1.
    X00147  R01297    1.
    X00147  R01298    -1.
    X00147  R01299    1.
    X00148  R00148    1.
    X00148  R00224    1.
    X00148  R00880    1.
    X00148  R00881    1.
    X00148  R00882    -1.
    X00148  R00883    1.
    X00148  R01184    1.
    X00148  R01185    -1.
    X00148  R01186    1.
    X00148  R01187    1.
    X00149  R00149    1.
    X00149  R00227    1.
    X00149  R00884    1.
    X00149  R00885    1.
    X00149  R00886    -1.
    X00149  R00887    1.
    X00149  R01196    1.
    X00149  R01197    1.
    X00149  R01198    -1.
    X00149  R01199    1.
    X00150  R00150    1.
    X00150  R00228    1.
    X00150  R00888    1.
    X00150  R00889    1.
    X00150  R00890    -1.
    X00150  R00891    1.
    X00150  R01200    1.
    X00150  R01201    1.
    X00150  R01202    -1.
    X00150  R01203    1.
    X00151  R00151    1.
    X00151  R00229    1.
    X00151  R00892    1.
    X00151  R00893    1.
    X00151  R00894    -1.
    X00151  R00895    1.
    X00151  R01204    1.
    X00151  R01205    1.
    X00151  R01206    -1.
    X00151  R01207    1.
    X00152  R00152    1.
    X00152  R00286    1.
    X00152  R00896    1.
    X00152  R00897    1.
    X00152  R00898    -1.
    X00152  R00899    1.
    X00153  R00153    1.
    X00153  R00229    1.
    X00153  R00900    1.
    X00153  R00901    1.
    X00153  R00902    -1.
    X00153  R00903    1.
    X00153  R01204    1.
    X00153  R01205    -1.
    X00153  R01206    1.
    X00153  R01207    1.
    X00154  R00154    1.
    X00154  R00228    1.
    X00154  R00904    1.
    X00154  R00905    1.
    X00154  R00906    -1.
    X00154  R00907    1.
    X00154  R01200    1.
    X00154  R01201    -1.
    X00154  R01202    1.
    X00154  R01203    1.
    X00155  R00155    1.
    X00155  R00227    1.
    X00155  R00908    1.
    X00155  R00909    1.
    X00155  R00910    -1.
    X00155  R00911    1.
    X00155  R01196    1.
    X00155  R01197    -1.
    X00155  R01198    1.
    X00155  R01199    1.
    X00156  R00156    1.
    X00156  R00230    1.
    X00156  R00912    1.
    X00156  R00913    1.
    X00156  R00914    -1.
    X00156  R00915    1.
    X00156  R01208    1.
    X00156  R01209    1.
    X00156  R01210    -1.
    X00156  R01211    1.
    X00157  R00157    1.
    X00157  R00231    1.
    X00157  R00916    1.
    X00157  R00917    1.
    X00157  R00918    -1.
    X00157  R00919    1.
    X00157  R01212    1.
    X00157  R01213    1.
    X00157  R01214    -1.
    X00157  R01215    1.
    X00158  R00158    1.
    X00158  R00232    1.
    X00158  R00920    1.
    X00158  R00921    1.
    X00158  R00922    -1.
    X00158  R00923    1.
    X00158  R01216    1.
    X00158  R01217    1.
    X00158  R01218    -1.
    X00158  R01219    1.
    X00159  R00159    1.
    X00159  R00287    1.
    X00159  R00924    1.
    X00159  R00925    1.
    X00159  R00926    -1.
    X00159  R00927    1.
    X00160  R00160    1.
    X00160  R00232    1.
    X00160  R00928    1.
    X00160  R00929    1.
    X00160  R00930    -1.
    X00160  R00931    1.
    X00160  R01216    1.
    X00160  R01217    -1.
    X00160  R01218    1.
    X00160  R01219    1.
    X00161  R00161    1.
    X00161  R00231    1.
    X00161  R00233    1.
    X00161  R00932    -1.
    X00161  R00933    1.
    X00161  R00934    1.
    X00161  R00935    1.
    X00161  R01212    1.
    X00161  R01213    -1.
    X00161  R01214    1.
    X00161  R01215    1.
    X00161  R01220    1.
    X00161  R01221    1.
    X00161  R01222    -1.
    X00161  R01223    1.
    X00162  R00162    1.
    X00162  R00230    1.
    X00162  R00233    1.
    X00162  R00936    -1.
    X00162  R00937    1.
    X00162  R00938    1.
    X00162  R00939    1.
    X00162  R01208    1.
    X00162  R01209    -1.
    X00162  R01210    1.
    X00162  R01211    1.
    X00162  R01220    1.
    X00162  R01221    -1.
    X00162  R01222    1.
    X00162  R01223    1.
    X00163  R00163    1.
    X00163  R00264    1.
    X00163  R00940    -1.
    X00163  R00941    1.
    X00163  R00942    1.
    X00163  R00943    1.
    X00163  R01344    1.
    X00163  R01345    -1.
    X00163  R01346    1.
    X00163  R01347    1.
    X00164  R00164    1.
    X00164  R00234    1.
    X00164  R00944    -1.
    X00164  R00945    1.
    X00164  R00946    1.
    X00164  R00947    1.
    X00164  R01224    1.
    X00164  R01225    1.
    X00164  R01226    -1.
    X00164  R01227    1.
    X00165  R00165    1.
    X00165  R00234    1.
    X00165  R00948    -1.
    X00165  R00949    1.
    X00165  R00950    1.
    X00165  R00951    1.
    X00165  R01224    1.
    X00165  R01225    -1.
    X00165  R01226    1.
    X00165  R01227    1.
    X00166  R00166    1.
    X00166  R00265    1.
    X00166  R00282    1.
    X00166  R00952    -1.
    X00166  R00953    1.
    X00166  R00954    1.
    X00166  R00955    1.
    X00166  R01348    1.
    X00166  R01349    -1.
    X00166  R01350    1.
    X00166  R01351    1.
    X00167  R00167    1.
    X00167  R00235    1.
    X00167  R00956    -1.
    X00167  R00957    1.
    X00167  R00958    1.
    X00167  R00959    1.
    X00167  R01228    1.
    X00167  R01229    1.
    X00167  R01230    -1.
    X00167  R01231    1.
    X00168  R00168    1.
    X00168  R00235    1.
    X00168  R00960    -1.
    X00168  R00961    1.
    X00168  R00962    1.
    X00168  R00963    1.
    X00168  R01228    1.
    X00168  R01229    -1.
    X00168  R01230    1.
    X00168  R01231    1.
    X00169  R00169    1.
    X00169  R00266    1.
    X00169  R00964    -1.
    X00169  R00965    1.
    X00169  R00966    1.
    X00169  R00967    1.
    X00169  R01352    1.
    X00169  R01353    -1.
    X00169  R01354    1.
    X00169  R01355    1.
    X00170  R00170    1.
    X00170  R00236    1.
    X00170  R00968    -1.
    X00170  R00969    1.
    X00170  R00970    1.
    X00170  R00971    1.
    X00170  R01232    1.
    X00170  R01233    1.
    X00170  R01234    -1.
    X00170  R01235    1.
    X00171  R00171    1.
    X00171  R00236    1.
    X00171  R00972    -1.
    X00171  R00973    1.
    X00171  R00974    1.
    X00171  R00975    1.
    X00171  R01232    1.
    X00171  R01233    -1.
    X00171  R01234    1.
    X00171  R01235    1.
    X00172  R00172    1.
    X00172  R00267    1.
    X00172  R00270    1.
    X00172  R00976    -1.
    X00172  R00977    1.
    X00172  R00978    1.
    X00172  R00979    1.
    X00172  R01356    1.
    X00172  R01357    -1.
    X00172  R01358    1.
    X00172  R01359    1.
    X00173  R00173    1.
    X00173  R00237    1.
    X00173  R00980    -1.
    X00173  R00981    1.
    X00173  R00982    1.
    X00173  R00983    1.
    X00173  R01236    1.
    X00173  R01237    1.
    X00173  R01238    -1.
    X00173  R01239    1.
    X00174  R00174    1.
    X00174  R00237    1.
    X00174  R00984    -1.
    X00174  R00985    1.
    X00174  R00986    1.
    X00174  R00987    1.
    X00174  R01236    1.
    X00174  R01237    -1.
    X00174  R01238    1.
    X00174  R01239    1.
    X00175  R00175    1.
    X00175  R00238    1.
    X00175  R00988    -1.
    X00175  R00989    1.
    X00175  R00990    1.
    X00175  R00991    1.
    X00175  R01240    1.
    X00175  R01241    1.
    X00175  R01242    -1.
    X00175  R01243    1.
    X00176  R00176    1.
    X00176  R00238    1.
    X00176  R00992    -1.
    X00176  R00993    1.
    X00176  R00994    1.
    X00176  R00995    1.
    X00176  R01240    1.
    X00176  R01241    -1.
    X00176  R01242    1.
    X00176  R01243    1.
    X00177  R00177    1.
    X00177  R00239    1.
    X00177  R00996    -1.
    X00177  R00997    1.
    X00177  R00998    1.
    X00177  R00999    1.
    X00177  R01244    1.
    X00177  R01245    1.
    X00177  R01246    -1.
    X00177  R01247    1.
    X00178  R00178    1.
    X00178  R00239    1.
    X00178  R01000    -1.
    X00178  R01001    1.
    X00178  R01002    1.
    X00178  R01003    1.
    X00178  R01244    1.
    X00178  R01245    -1.
    X00178  R01246    1.
    X00178  R01247    1.
    X00179  R00179    1.
    X00179  R00269    1.
    X00179  R01004    -1.
    X00179  R01005    1.
    X00179  R01006    1.
    X00179  R01007    1.
    X00180  R00180    1.
    X00180  R00240    1.
    X00180  R01008    -1.
    X00180  R01009    1.
    X00180  R01010    1.
    X00180  R01011    1.
    X00180  R01248    1.
    X00180  R01249    1.
    X00180  R01250    -1.
    X00180  R01251    1.
    X00181  R00181    1.
    X00181  R00240    1.
    X00181  R01012    -1.
    X00181  R01013    1.
    X00181  R01014    1.
    X00181  R01015    1.
    X00181  R01248    1.
    X00181  R01249    -1.
    X00181  R01250    1.
    X00181  R01251    1.
    X00182  R00182    1.
    X00182  R00271    1.
    X00182  R01016    -1.
    X00182  R01017    1.
    X00182  R01018    1.
    X00182  R01019    1.
    X00183  R00183    1.
    X00183  R00241    1.
    X00183  R01020    -1.
    X00183  R01021    1.
    X00183  R01022    1.
    X00183  R01023    1.
    X00183  R01252    1.
    X00183  R01253    1.
    X00183  R01254    -1.
    X00183  R01255    1.
    X00184  R00184    1.
    X00184  R00241    1.
    X00184  R01024    -1.
    X00184  R01025    1.
    X00184  R01026    1.
    X00184  R01027    1.
    X00184  R01252    1.
    X00184  R01253    -1.
    X00184  R01254    1.
    X00184  R01255    1.
    X00185  R00185    1.
    X00185  R00242    1.
    X00185  R01028    -1.
    X00185  R01029    1.
    X00185  R01030    1.
    X00185  R01031    1.
    X00185  R01256    1.
    X00185  R01257    1.
    X00185  R01258    -1.
    X00185  R01259    1.
    X00186  R00186    1.
    X00186  R00242    1.
    X00186  R01032    -1.
    X00186  R01033    1.
    X00186  R01034    1.
    X00186  R01035    1.
    X00186  R01256    1.
    X00186  R01257    -1.
    X00186  R01258    1.
    X00186  R01259    1.
    X00187  R00187    1.
    X00187  R00243    1.
    X00187  R01036    -1.
    X00187  R01037    1.
    X00187  R01038    1.
    X00187  R01039    1.
    X00187  R01260    1.
    X00187  R01261    1.
    X00187  R01262    -1.
    X00187  R01263    1.
    X00188  R00188    1.
    X00188  R00243    1.
    X00188  R01040    -1.
    X00188  R01041    1.
    X00188  R01042    1.
    X00188  R01043    1.
    X00188  R01260    1.
    X00188  R01261    -1.
    X00188  R01262    1.
    X00188  R01263    1.
    X00189  R00189    1.
    X00189  R00244    1.
    X00189  R01044    -1.
    X00189  R01045    1.
    X00189  R01046    1.
    X00189  R01047    1.
    X00189  R01264    1.
    X00189  R01265    1.
    X00189  R01266    -1.
    X00189  R01267    1.
    X00190  R00190    1.
    X00190  R00244    1.
    X00190  R01048    -1.
    X00190  R01049    1.
    X00190  R01050    1.
    X00190  R01051    1.
    X00190  R01264    1.
    X00190  R01265    -1.
    X00190  R01266    1.
    X00190  R01267    1.
    X00191  R00191    1.
    X00191  R00245    1.
    X00191  R01052    -1.
    X00191  R01053    1.
    X00191  R01054    1.
    X00191  R01055    1.
    X00191  R01268    1.
    X00191  R01269    1.
    X00191  R01270    -1.
    X00191  R01271    1.
    X00192  R00192    1.
    X00192  R00245    1.
    X00192  R01056    -1.
    X00192  R01057    1.
    X00192  R01058    1.
    X00192  R01059    1.
    X00192  R01268    1.
    X00192  R01269    -1.
    X00192  R01270    1.
    X00192  R01271    1.
    X00193  R00193    1.
    X00193  R00246    1.
    X00193  R01060    -1.
    X00193  R01061    1.
    X00193  R01062    1.
    X00193  R01063    1.
    X00193  R01272    1.
    X00193  R01273    1.
    X00193  R01274    -1.
    X00193  R01275    1.
    X00194  R00194    1.
    X00194  R00246    1.
    X00194  R01064    -1.
    X00194  R01065    1.
    X00194  R01066    1.
    X00194  R01067    1.
    X00194  R01272    1.
    X00194  R01273    -1.
    X00194  R01274    1.
    X00194  R01275    1.
    X00195  R00195    1.
    X00195  R00274    1.
    X00195  R01068    -1.
    X00195  R01069    1.
    X00195  R01070    1.
    X00195  R01071    1.
    X00196  R00196    1.
    X00196  R00247    1.
    X00196  R01072    -1.
    X00196  R01073    1.
    X00196  R01074    1.
    X00196  R01075    1.
    X00196  R01276    1.
    X00196  R01277    1.
    X00196  R01278    -1.
    X00196  R01279    1.
    X00197  R00197    1.
    X00197  R00247    1.
    X00197  R01076    -1.
    X00197  R01077    1.
    X00197  R01078    1.
    X00197  R01079    1.
    X00197  R01276    1.
    X00197  R01277    -1.
    X00197  R01278    1.
    X00197  R01279    1.
    X00198  R00198    1.
    X00198  R00248    1.
    X00198  R01080    -1.
    X00198  R01081    1.
    X00198  R01082    1.
    X00198  R01083    1.
    X00198  R01280    1.
    X00198  R01281    1.
    X00198  R01282    -1.
    X00198  R01283    1.
    X00199  R00199    1.
    X00199  R00248    1.
    X00199  R01084    -1.
    X00199  R01085    1.
    X00199  R01086    1.
    X00199  R01087    1.
    X00199  R01280    1.
    X00199  R01281    -1.
    X00199  R01282    1.
    X00199  R01283    1.
    X00200  R00200    1.
    X00200  R00249    1.
    X00200  R01088    -1.
    X00200  R01089    1.
    X00200  R01090    1.
    X00200  R01091    1.
    X00200  R01284    1.
    X00200  R01285    1.
    X00200  R01286    -1.
    X00200  R01287    1.
    X00201  R00201    1.
    X00201  R00249    1.
    X00201  R01092    -1.
    X00201  R01093    1.
    X00201  R01094    1.
    X00201  R01095    1.
    X00201  R01284    1.
    X00201  R01285    -1.
    X00201  R01286    1.
    X00201  R01287    1.
    X00202  R00202    1.
    X00202  R00250    1.
    X00202  R01096    -1.
    X00202  R01097    1.
    X00202  R01098    1.
    X00202  R01099    1.
    X00202  R01288    1.
    X00202  R01289    1.
    X00202  R01290    -1.
    X00202  R01291    1.
    X00203  R00203    1.
    X00203  R00250    1.
    X00203  R01100    -1.
    X00203  R01101    1.
    X00203  R01102    1.
    X00203  R01103    1.
    X00203  R01288    1.
    X00203  R01289    -1.
    X00203  R01290    1.
    X00203  R01291    1.
    X00204  R00204    1.
    X00204  R00251    1.
    X00204  R01104    -1.
    X00204  R01105    1.
    X00204  R01106    1.
    X00204  R01107    1.
    X00204  R01292    1.
    X00204  R01293    1.
    X00204  R01294    -1.
    X00204  R01295    1.
    X00205  R00205    1.
    X00205  R00251    1.
    X00205  R01108    -1.
    X00205  R01109    1.
    X00205  R01110    1.
    X00205  R01111    1.
    X00205  R01292    1.
    X00205  R01293    -1.
    X00205  R01294    1.
    X00205  R01295    1.
    X00206  R00206    1.
    X00206  R00252    1.
    X00206  R01112    -1.
    X00206  R01113    1.
    X00206  R01114    1.
    X00206  R01115    1.
    X00206  R01296    1.
    X00206  R01297    -1.
    X00206  R01298    1.
    X00206  R01299    1.
    X00207  R00207    1.
    X00207  R00253    1.
    X00207  R01116    -1.
    X00207  R01117    1.
    X00207  R01118    1.
    X00207  R01119    1.
    X00207  R01300    1.
    X00207  R01301    1.
    X00207  R01302    -1.
    X00207  R01303    1.
    X00208  R00208    1.
    X00208  R00253    1.
    X00208  R01120    -1.
    X00208  R01121    1.
    X00208  R01122    1.
    X00208  R01123    1.
    X00208  R01300    1.
    X00208  R01301    -1.
    X00208  R01302    1.
    X00208  R01303    1.
    X00209  R00209    1.
    X00209  R00254    1.
    X00209  R01124    -1.
    X00209  R01125    1.
    X00209  R01126    1.
    X00209  R01127    1.
    X00209  R01304    1.
    X00209  R01305    1.
    X00209  R01306    -1.
    X00209  R01307    1.
    X00210  R00210    1.
    X00210  R00254    1.
    X00210  R01128    -1.
    X00210  R01129    1.
    X00210  R01130    1.
    X00210  R01131    1.
    X00210  R01304    1.
    X00210  R01305    -1.
    X00210  R01306    1.
    X00210  R01307    1.
    X00211  R00211    1.
    X00211  R00255    1.
    X00211  R01132    -1.
    X00211  R01133    1.
    X00211  R01134    1.
    X00211  R01135    1.
    X00211  R01308    1.
    X00211  R01309    1.
    X00211  R01310    -1.
    X00211  R01311    1.
    X00212  R00212    1.
    X00212  R00255    1.
    X00212  R00260    1.
    X00212  R01136    -1.
    X00212  R01137    1.
    X00212  R01138    1.
    X00212  R01139    1.
    X00212  R01308    1.
    X00212  R01309    -1.
    X00212  R01310    1.
    X00212  R01311    1.
    X00212  R01328    1.
    X00212  R01329    1.
    X00212  R01330    -1.
    X00212  R01331    1.
    X00213  R00213    1.
    X00213  R00256    1.
    X00213  R00260    1.
    X00213  R01140    -1.
    X00213  R01141    1.
    X00213  R01142    1.
    X00213  R01143    1.
    X00213  R01312    1.
    X00213  R01313    1.
    X00213  R01314    -1.
    X00213  R01315    1.
    X00213  R01328    1.
    X00213  R01329    -1.
    X00213  R01330    1.
    X00213  R01331    1.
    X00214  R00214    1.
    X00214  R00256    1.
    X00214  R00284    1.
    X00214  R01144    -1.
    X00214  R01145    1.
    X00214  R01146    1.
    X00214  R01147    1.
    X00214  R01312    1.
    X00214  R01313    -1.
    X00214  R01314    1.
    X00214  R01315    1.
    X00215  R00215    1.
    X00215  R00257    1.
    X00215  R01148    -1.
    X00215  R01149    1.
    X00215  R01150    1.
    X00215  R01151    1.
    X00215  R01316    1.
    X00215  R01317    1.
    X00215  R01318    -1.
    X00215  R01319    1.
    X00216  R00216    1.
    X00216  R00257    1.
    X00216  R01152    -1.
    X00216  R01153    1.
    X00216  R01154    1.
    X00216  R01155    1.
    X00216  R01316    1.
    X00216  R01317    -1.
    X00216  R01318    1.
    X00216  R01319    1.
    X00217  R00217    1.
    X00217  R00280    1.
    X00217  R01156    -1.
    X00217  R01157    1.
    X00217  R01158    1.
    X00217  R01159    1.
    X00218  R00218    1.
    X00218  R00258    1.
    X00218  R01160    -1.
    X00218  R01161    1.
    X00218  R01162    1.
    X00218  R01163    1.
    X00218  R01320    1.
    X00218  R01321    1.
    X00218  R01322    -1.
    X00218  R01323    1.
    X00219  R00219    1.
    X00219  R00258    1.
    X00219  R01164    -1.
    X00219  R01165    1.
    X00219  R01166    1.
    X00219  R01167    1.
    X00219  R01320    1.
    X00219  R01321    -1.
    X00219  R01322    1.
    X00219  R01323    1.
    X00220  R00220    1.
    X00220  R00281    1.
    X00220  R01168    -1.
    X00220  R01169    1.
    X00220  R01170    1.
    X00220  R01171    1.
    X00221  R00221    1.
    X00221  R00259    1.
    X00221  R01172    -1.
    X00221  R01173    1.
    X00221  R01174    1.
    X00221  R01175    1.
    X00221  R01324    1.
    X00221  R01325    1.
    X00221  R01326    -1.
    X00221  R01327    1.
    X00222  R00222    1.
    X00222  R00259    1.
    X00222  R01176    -1.
    X00222  R01177    1.
    X00222  R01178    1.
    X00222  R01179    1.
    X00222  R01324    1.
    X00222  R01325    -1.
    X00222  R01326    1.
    X00222  R01327    1.
    X00223  R00223    1.
    X00223  R00283    1.
    X00223  R01180    -1.
    X00223  R01181    1.
    X00223  R01182    1.
    X00223  R01183    1.
    X00224  R00224    1.
    X00224  R00261    1.
    X00224  R01184    -1.
    X00224  R01185    1.
    X00224  R01186    1.
    X00224  R01187    1.
    X00224  R01332    1.
    X00224  R01333    1.
    X00224  R01334    -1.
    X00224  R01335    1.
    X00225  R00225    1.
    X00225  R00261    1.
    X00225  R01188    -1.
    X00225  R01189    1.
    X00225  R01190    1.
    X00225  R01191    1.
    X00225  R01332    1.
    X00225  R01333    -1.
    X00225  R01334    1.
    X00225  R01335    1.
    X00226  R00226    1.
    X00226  R00285    1.
    X00226  R01192    -1.
    X00226  R01193    1.
    X00226  R01194    1.
    X00226  R01195    1.
    X00227  R00227    1.
    X00227  R00262    1.
    X00227  R01196    -1.
    X00227  R01197    1.
    X00227  R01198    1.
    X00227  R01199    1.
    X00227  R01336    1.
    X00227  R01337    1.
    X00227  R01338    -1.
    X00227  R01339    1.
    X00228  R00228    1.
    X00228  R00262    1.
    X00228  R01200    -1.
    X00228  R01201    1.
    X00228  R01202    1.
    X00228  R01203    1.
    X00228  R01336    1.
    X00228  R01337    -1.
    X00228  R01338    1.
    X00228  R01339    1.
    X00229  R00229    1.
    X00229  R00286    1.
    X00229  R01204    -1.
    X00229  R01205    1.
    X00229  R01206    1.
    X00229  R01207    1.
    X00230  R00230    1.
    X00230  R00263    1.
    X00230  R01208    -1.
    X00230  R01209    1.
    X00230  R01210    1.
    X00230  R01211    1.
    X00230  R01340    1.
    X00230  R01341    1.
    X00230  R01342    -1.
    X00230  R01343    1.
    X00231  R00231    1.
    X00231  R00263    1.
    X00231  R01212    -1.
    X00231  R01213    1.
    X00231  R01214    1.
    X00231  R01215    1.
    X00231  R01340    1.
    X00231  R01341    -1.
    X00231  R01342    1.
    X00231  R01343    1.
    X00232  R00232    1.
    X00232  R00287    1.
    X00232  R01216    -1.
    X00232  R01217    1.
    X00232  R01218    1.
    X00232  R01219    1.
    X00233  R00233    1.
    X00233  R00264    1.
    X00233  R01220    -1.
    X00233  R01221    1.
    X00233  R01222    1.
    X00233  R01223    1.
    X00233  R01344    -1.
    X00233  R01345    1.
    X00233  R01346    1.
    X00233  R01347    1.
    X00234  R00234    1.
    X00234  R00265    1.
    X00234  R00282    1.
    X00234  R01224    -1.
    X00234  R01225    1.
    X00234  R01226    1.
    X00234  R01227    1.
    X00234  R01348    -1.
    X00234  R01349    1.
    X00234  R01350    1.
    X00234  R01351    1.
    X00235  R00235    1.
    X00235  R00266    1.
    X00235  R01228    -1.
    X00235  R01229    1.
    X00235  R01230    1.
    X00235  R01231    1.
    X00235  R01352    -1.
    X00235  R01353    1.
    X00235  R01354    1.
    X00235  R01355    1.
    X00236  R00236    1.
    X00236  R00267    1.
    X00236  R00270    1.
    X00236  R01232    -1.
    X00236  R01233    1.
    X00236  R01234    1.
    X00236  R01235    1.
    X00236  R01356    -1.
    X00236  R01357    1.
    X00236  R01358    1.
    X00236  R01359    1.
    X00237  R00237    1.
    X00237  R00268    1.
    X00237  R01236    -1.
    X00237  R01237    1.
    X00237  R01238    1.
    X00237  R01239    1.
    X00238  R00238    1.
    X00238  R00268    1.
    X00238  R01240    -1.
    X00238  R01241    1.
    X00238  R01242    1.
    X00238  R01243    1.
    X00239  R00239    1.
    X00239  R00269    1.
    X00239  R01244    -1.
    X00239  R01245    1.
    X00239  R01246    1.
    X00239  R01247    1.
    X00240  R00240    1.
    X00240  R00271    1.
    X00240  R01248    -1.
    X00240  R01249    1.
    X00240  R01250    1.
    X00240  R01251    1.
    X00241  R00241    1.
    X00241  R00272    1.
    X00241  R01252    -1.
    X00241  R01253    1.
    X00241  R01254    1.
    X00241  R01255    1.
    X00242  R00242    1.
    X00242  R00272    1.
    X00242  R01256    -1.
    X00242  R01257    1.
    X00242  R01258    1.
    X00242  R01259    1.
    X00243  R00243    1.
    X00243  R00273    1.
    X00243  R01260    -1.
    X00243  R01261    1.
    X00243  R01262    1.
    X00243  R01263    1.
    X00244  R00244    1.
    X00244  R00273    1.
    X00244  R01264    -1.
    X00244  R01265    1.
    X00244  R01266    1.
    X00244  R01267    1.
    X00245  R00245    1.
    X00245  R00274    1.
    X00245  R01268    -1.
    X00245  R01269    1.
    X00245  R01270    1.
    X00245  R01271    1.
    X00246  R00246    1.
    X00246  R00274    1.
    X00246  R01272    -1.
    X00246  R01273    1.
    X00246  R01274    1.
    X00246  R01275    1.
    X00247  R00247    1.
    X00247  R00275    1.
    X00247  R01276    -1.
    X00247  R01277    1.
    X00247  R01278    1.
    X00247  R01279    1.
    X00248  R00248    1.
    X00248  R00275    1.
    X00248  R01280    -1.
    X00248  R01281    1.
    X00248  R01282    1.
    X00248  R01283    1.
    X00249  R00249    1.
