NAME          Proxy
    X00102  R00264    1.
    X00102  R00265    1.
    X00102  R00266    -1.
    X00102  R00267    1.
    X00103  R00135    -1.
    X00103  R00268    1.
    X00103  R00269    1.
    X00103  R00270    -1.
    X00103  R00271    1.
    X00104  R00136    -1.
    X00104  R00272    1.
    X00104  R00273    1.
    X00104  R00274    -1.
    X00104  R00275    1.
    X00105  R00137    -1.
    X00105  R00276    1.
    X00105  R00277    1.
    X00105  R00278    -1.
    X00105  R00279    1.
    X00106  R00138    -1.
    X00106  R00280    1.
    X00106  R00281    1.
    X00106  R00282    -1.
    X00106  R00283    1.
    X00107  R00139    -1.
    X00107  R00284    1.
    X00107  R00285    1.
    X00107  R00286    -1.
    X00107  R00287    1.
    X00108  R00140    -1.
    X00108  R00288    1.
    X00108  R00289    1.
    X00108  R00290    -1.
    X00108  R00291    1.
    X00109  R00141    -1.
    X00109  R00292    1.
    X00109  R00293    1.
    X00109  R00294    -1.
    X00109  R00295    1.
    X00110  R00142    -1.
    X00110  R00296    1.
    X00110  R00297    1.
    X00110  R00298    -1.
    X00110  R00299    1.
    X00111  R00143    -1.
    X00111  R00300    1.
    X00111  R00301    1.
    X00111  R00302    -1.
    X00111  R00303    1.
    X00112  R00144    -1.
    X00112  R00240    -1.
    X00112  R00241    1.
    X00112  R00242    1.
    X00112  R00243    1.
    X00112  R00304    1.
    X00113  R00145    -1.
    X00113  R00244    -1.
    X00113  R00245    1.
    X00113  R00246    1.
    X00113  R00247    1.
    X00113  R00305    1.
    X00114  R00146    -1.
    X00114  R00248    -1.
    X00114  R00249    1.
    X00114  R00250    1.
    X00114  R00251    1.
    X00114  R00306    1.
    X00115  R00147    -1.
    X00115  R00252    -1.
    X00115  R00253    1.
    X00115  R00254    1.
    X00115  R00255    1.
    X00115  R00307    1.
    X00116  R00148    -1.
    X00116  R00256    -1.
    X00116  R00257    1.
    X00116  R00258    1.
    X00116  R00259    1.
    X00116  R00308    1.
    X00117  R00149    -1.
    X00117  R00260    -1.
    X00117  R00261    1.
    X00117  R00262    1.
    X00117  R00263    1.
    X00117  R00309    1.
    X00118  R00150    -1.
    X00118  R00264    -1.
    X00118  R00265    1.
    X00118  R00266    1.
    X00118  R00267    1.
    X00118  R00310    1.
    X00119  R00151    -1.
    X00119  R00268    -1.
    X00119  R00269    1.
    X00119  R00270    1.
    X00119  R00271    1.
    X00119  R00311    1.
    X00120  R00152    -1.
    X00120  R00272    -1.
    X00120  R00273    1.
    X00120  R00274    1.
    X00120  R00275    1.
    X00120  R00312    1.
    X00121  R00153    -1.
    X00121  R00276    -1.
    X00121  R00277    1.
    X00121  R00278    1.
    X00121  R00279    1.
    X00121  R00313    1.
    X00122  R00154    -1.
    X00122  R00280    -1.
    X00122  R00281    1.
    X00122  R00282    1.
    X00122  R00283    1.
    X00122  R00314    1.
    X00123  R00155    -1.
    X00123  R00284    -1.
    X00123  R00285    1.
    X00123  R00286    1.
    X00123  R00287    1.
    X00123  R00315    1.
    X00124  R00156    -1.
    X00124  R00288    -1.
    X00124  R00289    1.
    X00124  R00290    1.
    X00124  R00291    1.
    X00124  R00316    1.
    X00125  R00157    -1.
    X00125  R00292    -1.
    X00125  R00293    1.
    X00125  R00294    1.
    X00125  R00295    1.
    X00125  R00317    1.
    X00126  R00158    -1.
    X00126  R00296    -1.
    X00126  R00297    1.
    X00126  R00298    1.
    X00126  R00299    1.
    X00126  R00318    1.
    X00127  R00159    -1.
    X00127  R00300    -1.
    X00127  R00301    1.
    X00127  R00302    1.
    X00127  R00303    1.
    X00127  R00319    1.
    X00128  R00160    1.
    X00128  R00161    -1.
    X00128  R00162    1.
    X00128  R00163    1.
    X00128  R00320    1.
    X00128  R00321    1.
    X00128  R00322    -1.
    X00128  R00323    1.
    X00129  R00164    1.
    X00129  R00165    -1.
    X00129  R00166    1.
    X00129  R00167    1.
    X00129  R00324    1.
    X00129  R00325    1.
    X00129  R00326    -1.
    X00129  R00327    1.
    X00130  R00168    1.
    X00130  R00169    -1.
    X00130  R00170    1.
    X00130  R00171    1.
    X00130  R00328    1.
    X00130  R00329    1.
    X00130  R00330    -1.
    X00130  R00331    1.
    X00131  R00172    1.
    X00131  R00173    -1.
    X00131  R00174    1.
    X00131  R00175    1.
    X00131  R00332    1.
    X00131  R00333    1.
    X00131  R00334    -1.
    X00131  R00335    1.
    X00132  R00176    1.
    X00132  R00177    -1.
    X00132  R00178    1.
    X00132  R00179    1.
    X00132  R00336    1.
    X00132  R00337    1.
    X00132  R00338    -1.
    X00132  R00339    1.
    X00133  R00180    1.
    X00133  R00181    -1.
    X00133  R00182    1.
    X00133  R00183    1.
    X00133  R00340    1.
    X00133  R00341    1.
    X00133  R00342    -1.
    X00133  R00343    1.
    X00134  R00184    1.
    X00134  R00185    -1.
    X00134  R00186    1.
    X00134  R00187    1.
    X00134  R00344    1.
    X00134  R00345    1.
    X00134  R00346    -1.
    X00134  R00347    1.
    X00135  R00188    1.
    X00135  R00189    -1.
    X00135  R00190    1.
    X00135  R00191    1.
    X00135  R00348    1.
    X00135  R00349    1.
    X00135  R00350    -1.
    X00135  R00351    1.
    X00136  R00192    1.
    X00136  R00193    -1.
    X00136  R00194    1.
    X00136  R00195    1.
    X00136  R00320    -1.
    X00136  R00321    1.
    X00136  R00322    1.
    X00136  R00323    1.
    X00136  R00352    1.
    X00137  R00196    1.
    X00137  R00197    -1.
    X00137  R00198    1.
    X00137  R00199    1.
    X00137  R00324    -1.
    X00137  R00325    1.
    X00137  R00326    1.
    X00137  R00327    1.
    X00137  R00353    1.
    X00138  R00200    1.
    X00138  R00201    -1.
    X00138  R00202    1.
    X00138  R00203    1.
    X00138  R00328    -1.
    X00138  R00329    1.
    X00138  R00330    1.
    X00138  R00331    1.
    X00138  R00354    1.
    X00139  R00204    1.
    X00139  R00205    -1.
    X00139  R00206    1.
    X00139  R00207    1.
    X00139  R00332    -1.
    X00139  R00333    1.
    X00139  R00334    1.
    X00139  R00335    1.
    X00139  R00355    1.
    X00140  R00208    1.
    X00140  R00209    -1.
    X00140  R00210    1.
    X00140  R00211    1.
    X00140  R00336    -1.
    X00140  R00337    1.
    X00140  R00338    1.
    X00140  R00339    1.
    X00140  R00356    1.
    X00141  R00212    1.
    X00141  R00213    -1.
    X00141  R00214    1.
    X00141  R00215    1.
    X00141  R00340    -1.
    X00141  R00341    1.
    X00141  R00342    1.
    X00141  R00343    1.
    X00141  R00357    1.
    X00142  R00216    1.
    X00142  R00217    -1.
    X00142  R00218    1.
    X00142  R00219    1.
    X00142  R00344    -1.
    X00142  R00345    1.
    X00142  R00346    1.
    X00142  R00347    1.
    X00142  R00358    1.
    X00143  R00220    1.
    X00143  R00221    -1.
    X00143  R00222    1.
    X00143  R00223    1.
    X00143  R00348    -1.
    X00143  R00349    1.
    X00143  R00350    1.
    X00143  R00351    1.
    X00143  R00359    1.
    X00144  R00224    -1.
    X00144  R00360    1.
    X00144  R00361    1.
    X00144  R00362    -1.
    X00144  R00363    1.
    X00145  R00225    -1.
    X00145  R00364    1.
    X00145  R00365    1.
    X00145  R00366    -1.
    X00145  R00367    1.
    X00146  R00226    -1.
    X00146  R00368    1.
    X00146  R00369    1.
    X00146  R00370    -1.
    X00146  R00371    1.
    X00147  R00227    -1.
    X00147  R00372    1.
    X00147  R00373    1.
    X00147  R00374    -1.
    X00147  R00375    1.
    X00148  R00228    -1.
    X00148  R00376    1.
    X00148  R00377    1.
    X00148  R00378    -1.
    X00148  R00379    1.
    X00149  R00229    -1.
    X00149  R00380    1.
    X00149  R00381    1.
    X00149  R00382    -1.
    X00149  R00383    1.
    X00150  R00230    -1.
    X00150  R00384    1.
    X00150  R00385    1.
    X00150  R00386    -1.
    X00150  R00387    1.
    X00151  R00231    -1.
    X00151  R00388    1.
    X00151  R00389    1.
    X00151  R00390    -1.
    X00151  R00391    1.
    X00152  R00232    -1.
    X00152  R00360    -1.
    X00152  R00361    1.
    X00152  R00362    1.
    X00152  R00363    1.
    X00152  R00392    1.
    X00153  R00233    -1.
    X00153  R00364    -1.
    X00153  R00365    1.
    X00153  R00366    1.
    X00153  R00367    1.
    X00153  R00393    1.
    X00154  R00234    -1.
    X00154  R00368    -1.
    X00154  R00369    1.
    X00154  R00370    1.
    X00154  R00371    1.
    X00154  R00394    1.
    X00155  R00235    -1.
    X00155  R00372    -1.
    X00155  R00373    1.
    X00155  R00374    1.
    X00155  R00375    1.
    X00155  R00395    1.
    X00156  R00236    -1.
    X00156  R00376    -1.
    X00156  R00377    1.
    X00156  R00378    1.
    X00156  R00379    1.
    X00156  R00396    1.
    X00157  R00237    -1.
    X00157  R00380    -1.
    X00157  R00381    1.
    X00157  R00382    1.
    X00157  R00383    1.
    X00157  R00397    1.
    X00158  R00238    -1.
    X00158  R00384    -1.
    X00158  R00385    1.
    X00158  R00386    1.
    X00158  R00387    1.
    X00158  R00398    1.
    X00159  R00239    -1.
    X00159  R00388    -1.
    X00159  R00389    1.
    X00159  R00390    1.
    X00159  R00391    1.
    X00159  R00399    1.
    X00160  R00240    1.
    X00160  R00241    -1.
    X00160  R00242    1.
    X00160  R00243    1.
    X00160  R00400    1.
    X00160  R00401    1.
    X00160  R00402    -1.
    X00160  R00403    1.
    X00161  R00244    1.
    X00161  R00245    -1.
    X00161  R00246    1.
    X00161  R00247    1.
    X00161  R00404    1.
    X00161  R00405    1.
    X00161  R00406    -1.
    X00161  R00407    1.
    X00162  R00248    1.
    X00162  R00249    -1.
    X00162  R00250    1.
    X00162  R00251    1.
    X00162  R00408    1.
    X00162  R00409    1.
    X00162  R00410    -1.
    X00162  R00411    1.
    X00163  R00252    1.
    X00163  R00253    -1.
    X00163  R00254    1.
    X00163  R00255    1.
    X00163  R00412    1.
    X00163  R00413    1.
    X00163  R00414    -1.
    X00163  R00415    1.
    X00164  R00256    1.
    X00164  R00257    -1.
    X00164  R00258    1.
    X00164  R00259    1.
    X00164  R00416    1.
    X00164  R00417    1.
    X00164  R00418    -1.
    X00164  R00419    1.
    X00165  R00260    1.
    X00165  R00261    -1.
    X00165  R00262    1.
    X00165  R00263    1.
    X00165  R00420    1.
    X00165  R00421    1.
    X00165  R00422    -1.
    X00165  R00423    1.
    X00166  R00264    1.
    X00166  R00265    -1.
    X00166  R00266    1.
    X00166  R00267    1.
    X00166  R00424    1.
    X00166  R00425    1.
    X00166  R00426    -1.
    X00166  R00427    1.
    X00167  R00268    1.
    X00167  R00269    -1.
    X00167  R00270    1.
    X00167  R00271    1.
    X00167  R00428    1.
    X00167  R00429    1.
    X00167  R00430    -1.
    X00167  R00431    1.
    X00168  R00272    1.
    X00168  R00273    -1.
    X00168  R00274    1.
    X00168  R00275    1.
    X00168  R00400    -1.
    X00168  R00401    1.
    X00168  R00402    1.
    X00168  R00403    1.
    X00168  R00432    1.
    X00169  R00276    1.
    X00169  R00277    -1.
    X00169  R00278    1.
    X00169  R00279    1.
    X00169  R00404    -1.
    X00169  R00405    1.
    X00169  R00406    1.
    X00169  R00407    1.
    X00169  R00433    1.
    X00170  R00280    1.
    X00170  R00281    -1.
    X00170  R00282    1.
    X00170  R00283    1.
    X00170  R00408    -1.
    X00170  R00409    1.
    X00170  R00410    1.
    X00170  R00411    1.
    X00170  R00434    1.
    X00171  R00284    1.
    X00171  R00285    -1.
    X00171  R00286    1.
    X00171  R00287    1.
    X00171  R00412    -1.
    X00171  R00413    1.
    X00171  R00414    1.
    X00171  R00415    1.
    X00171  R00435    1.
    X00172  R00288    1.
    X00172  R00289    -1.
    X00172  R00290    1.
    X00172  R00291    1.
    X00172  R00416    -1.
    X00172  R00417    1.
    X00172  R00418    1.
    X00172  R00419    1.
    X00172  R00436    1.
    X00173  R00292    1.
    X00173  R00293    -1.
    X00173  R00294    1.
    X00173  R00295    1.
    X00173  R00420    -1.
    X00173  R00421    1.
    X00173  R00422    1.
    X00173  R00423    1.
    X00173  R00437    1.
    X00174  R00296    1.
    X00174  R00297    -1.
    X00174  R00298    1.
    X00174  R00299    1.
    X00174  R00424    -1.
    X00174  R00425    1.
    X00174  R00426    1.
    X00174  R00427    1.
    X00174  R00438    1.
    X00175  R00300    1.
    X00175  R00301    -1.
    X00175  R00302    1.
    X00175  R00303    1.
    X00175  R00428    -1.
    X00175  R00429    1.
    X00175  R00430    1.
    X00175  R00431    1.
    X00175  R00439    1.
    X00176  R00304    -1.
    X00176  R00440    1.
    X00176  R00441    1.
    X00176  R00442    -1.
    X00176  R00443    1.
    X00177  R00305    -1.
    X00177  R00444    1.
    X00177  R00445    1.
    X00177  R00446    -1.
    X00177  R00447    1.
    X00178  R00306    -1.
    X00178  R00448    1.
    X00178  R00449    1.
    X00178  R00450    -1.
    X00178  R00451    1.
    X00179  R00307    -1.
    X00179  R00452    1.
    X00179  R00453    1.
    X00179  R00454    -1.
    X00179  R00455    1.
    X00180  R00308    -1.
    X00180  R00456    1.
    X00180  R00457    1.
    X00180  R00458    -1.
    X00180  R00459    1.
    X00181  R00309    -1.
    X00181  R00460    1.
    X00181  R00461    1.
    X00181  R00462    -1.
    X00181  R00463    1.
    X00182  R00310    -1.
    X00182  R00464    1.
    X00182  R00465    1.
    X00182  R00466    -1.
    X00182  R00467    1.
    X00183  R00311    -1.
    X00183  R00468    1.
    X00183  R00469    1.
    X00183  R00470    -1.
    X00183  R00471    1.
    X00184  R00312    -1.
    X00184  R00440    -1.
    X00184  R00441    1.
    X00184  R00442    1.
    X00184  R00443    1.
    X00184  R00472    1.
    X00185  R00313    -1.
    X00185  R00444    -1.
    X00185  R00445    1.
    X00185  R00446    1.
    X00185  R00447    1.
    X00185  R00473    1.
    X00186  R00314    -1.
    X00186  R00448    -1.
    X00186  R00449    1.
    X00186  R00450    1.
    X00186  R00451    1.
    X00186  R00474    1.
    X00187  R00315    -1.
    X00187  R00452    -1.
    X00187  R00453    1.
    X00187  R00454    1.
    X00187  R00455    1.
    X00187  R00475    1.
    X00188  R00316    -1.
    X00188  R00456    -1.
    X00188  R00457    1.
    X00188  R00458    1.
    X00188  R00459    1.
    X00188  R00476    1.
    X00189  R00317    -1.
    X00189  R00460    -1.
    X00189  R00461    1.
    X00189  R00462    1.
    X00189  R00463    1.
    X00189  R00477    1.
    X00190  R00318    -1.
    X00190  R00464    -1.
    X00190  R00465    1.
    X00190  R00466    1.
    X00190  R00467    1.
    X00190  R00478    1.
    X00191  R00319    -1.
    X00191  R00468    -1.
    X00191  R00469    1.
    X00191  R00470    1.
    X00191  R00471    1.
    X00191  R00479    1.
    X00192  R00320    1.
    X00192  R00321    -1.
    X00192  R00322    1.
    X00192  R00323    1.
    X00192  R00480    1.
    X00192  R00481    1.
    X00192  R00482    -1.
    X00192  R00483    1.
    X00193  R00324    1.
    X00193  R00325    -1.
    X00193  R00326    1.
    X00193  R00327    1.
    X00193  R00484    1.
    X00193  R00485    1.
    X00193  R00486    -1.
    X00193  R00487    1.
    X00194  R00328    1.
    X00194  R00329    -1.
    X00194  R00330    1.
    X00194  R00331    1.
    X00194  R00488    1.
    X00194  R00489    1.
    X00194  R00490    -1.
    X00194  R00491    1.
    X00195  R00332    1.
    X00195  R00333    -1.
    X00195  R00334    1.
    X00195  R00335    1.
    X00195  R00492    1.
    X00195  R00493    1.
    X00195  R00494    -1.
    X00195  R00495    1.
    X00196  R00336    1.
    X00196  R00337    -1.
    X00196  R00338    1.
    X00196  R00339    1.
    X00196  R00480    -1.
    X00196  R00481    1.
    X00196  R00482    1.
    X00196  R00483    1.
    X00196  R00496    1.
    X00197  R00340    1.
    X00197  R00341    -1.
    X00197  R00342    1.
    X00197  R00343    1.
    X00197  R00484    -1.
    X00197  R00485    1.
    X00197  R00486    1.
    X00197  R00487    1.
    X00197  R00497    1.
    X00198  R00344    1.
    X00198  R00345    -1.
    X00198  R00346    1.
    X00198  R00347    1.
    X00198  R00488    -1.
    X00198  R00489    1.
    X00198  R00490    1.
    X00198  R00491    1.
    X00198  R00498    1.
    X00199  R00348    1.
    X00199  R00349    -1.
    X00199  R00350    1.
    X00199  R00351    1.
    X00199  R00492    -1.
    X00199  R00493    1.
    X00199  R00494    1.
    X00199  R00495    1.
    X00199  R00499    1.
    X00200  R00352    -1.
    X00200  R00500    1.
    X00200  R00501    1.
    X00200  R00502    -1.
    X00200  R00503    1.
    X00201  R00353    -1.
    X00201  R00504    1.
    X00201  R00505    1.
    X00201  R00506    -1.
    X00201  R00507    1.
    X00202  R00354    -1.
    X00202  R00508    1.
    X00202  R00509    1.
    X00202  R00510    -1.
    X00202  R00511    1.
    X00203  R00355    -1.
    X00203  R00512    1.
    X00203  R00513    1.
    X00203  R00514    -1.
    X00203  R00515    1.
    X00204  R00356    -1.
    X00204  R00500    -1.
    X00204  R00501    1.
    X00204  R00502    1.
    X00204  R00503    1.
    X00204  R00516    1.
    X00205  R00357    -1.
    X00205  R00504    -1.
    X00205  R00505    1.
    X00205  R00506    1.
    X00205  R00507    1.
    X00205  R00517    1.
    X00206  R00358    -1.
    X00206  R00508    -1.
    X00206  R00509    1.
    X00206  R00510    1.
    X00206  R00511    1.
    X00206  R00518    1.
    X00207  R00359    -1.
    X00207  R00512    -1.
    X00207  R00513    1.
    X00207  R00514    1.
    X00207  R00515    1.
    X00207  R00519    1.
    X00208  R00360    1.
    X00208  R00361    -1.
    X00208  R00362    1.
    X00208  R00363    1.
    X00208  R00520    1.
    X00208  R00521    1.
    X00208  R00522    -1.
    X00208  R00523    1.
    X00209  R00364    1.
    X00209  R00365    -1.
    X00209  R00366    1.
    X00209  R00367    1.
    X00209  R00524    1.
    X00209  R00525    1.
    X00209  R00526    -1.
    X00209  R00527    1.
    X00210  R00368    1.
    X00210  R00369    -1.
    X00210  R00370    1.
    X00210  R00371    1.
    X00210  R00528    1.
    X00210  R00529    1.
    X00210  R00530    -1.
    X00210  R00531    1.
    X00211  R00372    1.
    X00211  R00373    -1.
    X00211  R00374    1.
    X00211  R00375    1.
    X00211  R00532    1.
    X00211  R00533    1.
    X00211  R00534    -1.
    X00211  R00535    1.
    X00212  R00376    1.
    X00212  R00377    -1.
    X00212  R00378    1.
    X00212  R00379    1.
    X00212  R00520    -1.
    X00212  R00521    1.
    X00212  R00522    1.
    X00212  R00523    1.
    X00212  R00536    1.
    X00213  R00380    1.
    X00213  R00381    -1.
    X00213  R00382    1.
    X00213  R00383    1.
    X00213  R00524    -1.
    X00213  R00525    1.
    X00213  R00526    1.
    X00213  R00527    1.
    X00213  R00537    1.
    X00214  R00384    1.
    X00214  R00385    -1.
    X00214  R00386    1.
    X00214  R00387    1.
    X00214  R00528    -1.
    X00214  R00529    1.
    X00214  R00530    1.
    X00214  R00531    1.
    X00214  R00538    1.
    X00215  R00388    1.
    X00215  R00389    -1.
    X00215  R00390    1.
    X00215  R00391    1.
    X00215  R00532    -1.
    X00215  R00533    1.
    X00215  R00534    1.
    X00215  R00535    1.
    X00215  R00539    1.
    X00216  R00392    -1.
    X00216  R00540    1.
    X00216  R00541    1.
    X00216  R00542    -1.
    X00216  R00543    1.
    X00217  R00393    -1.
    X00217  R00544    1.
    X00217  R00545    1.
    X00217  R00546    -1.
    X00217  R00547    1.
    X00218  R00394    -1.
    X00218  R00548    1.
    X00218  R00549    1.
    X00218  R00550    -1.
    X00218  R00551    1.
    X00219  R00395    -1.
    X00219  R00552    1.
    X00219  R00553    1.
    X00219  R00554    -1.
    X00219  R00555    1.
    X00220  R00396    -1.
    X00220  R00540    -1.
    X00220  R00541    1.
    X00220  R00542    1.
    X00220  R00543    1.
    X00220  R00556    1.
    X00221  R00397    -1.
    X00221  R00544    -1.
    X00221  R00545    1.
    X00221  R00546    1.
    X00221  R00547    1.
    X00221  R00557    1.
    X00222  R00398    -1.
    X00222  R00548    -1.
    X00222  R00549    1.
    X00222  R00550    1.
    X00222  R00551    1.
    X00222  R00558    1.
    X00223  R00399    -1.
    X00223  R00552    -1.
    X00223  R00553    1.
    X00223  R00554    1.
    X00223  R00555    1.
    X00223  R00559    1.
    X00224  R00400    1.
    X00224  R00401    -1.
    X00224  R00402    1.
    X00224  R00403    1.
    X00224  R00560    1.
    X00224  R00561    1.
    X00224  R00562    -1.
    X00224  R00563    1.
    X00225  R00404    1.
    X00225  R00405    -1.
    X00225  R00406    1.
    X00225  R00407    1.
    X00225  R00564    1.
    X00225  R00565    1.
    X00225  R00566    -1.
    X00225  R00567    1.
    X00226  R00408    1.
    X00226  R00409    -1.
    X00226  R00410    1.
    X00226  R00411    1.
    X00226  R00568    1.
    X00226  R00569    1.
    X00226  R00570    -1.
    X00226  R00571    1.
    X00227  R00412    1.
    X00227  R00413    -1.
    X00227  R00414    1.
    X00227  R00415    1.
    X00227  R00572    1.
    X00227  R00573    1.
    X00227  R00574    -1.
    X00227  R00575    1.
    X00228  R00416    1.
    X00228  R00417    -1.
    X00228  R00418    1.
    X00228  R00419    1.
    X00228  R00560    -1.
    X00228  R00561    1.
    X00228  R00562    1.
    X00228  R00563    1.
    X00228  R00576    1.
    X00229  R00420    1.
    X00229  R00421    -1.
    X00229  R00422    1.
    X00229  R00423    1.
    X00229  R00564    -1.
    X00229  R00565    1.
    X00229  R00566    1.
    X00229  R00567    1.
    X00229  R00577    1.
    X00230  R00424    1.
    X00230  R00425    -1.
    X00230  R00426    1.
    X00230  R00427    1.
    X00230  R00568    -1.
    X00230  R00569    1.
    X00230  R00570    1.
    X00230  R00571    1.
    X00230  R00578    1.
    X00231  R00428    1.
    X00231  R00429    -1.
    X00231  R00430    1.
    X00231  R00431    1.
    X00231  R00572    -1.
    X00231  R00573    1.
    X00231  R00574    1.
    X00231  R00575    1.
    X00231  R00579    1.
    X00232  R00432    -1.
    X00232  R00580    1.
    X00232  R00581    1.
    X00232  R00582    -1.
    X00232  R00583    1.
    X00233  R00433    -1.
    X00233  R00584    1.
    X00233  R00585    1.
    X00233  R00586    -1.
    X00233  R00587    1.
    X00234  R00434    -1.
    X00234  R00588    1.
    X00234  R00589    1.
    X00234  R00590    -1.
    X00234  R00591    1.
    X00235  R00435    -1.
    X00235  R00592    1.
    X00235  R00593    1.
    X00235  R00594    -1.
    X00235  R00595    1.
    X00236  R00436    -1.
    X00236  R00580    -1.
    X00236  R00581    1.
    X00236  R00582    1.
    X00236  R00583    1.
    X00236  R00596    1.
    X00237  R00437    -1.
    X00237  R00584    -1.
    X00237  R00585    1.
    X00237  R00586    1.
    X00237  R00587    1.
    X00237  R00597    1.
    X00238  R00438    -1.
    X00238  R00588    -1.
    X00238  R00589    1.
    X00238  R00590    1.
    X00238  R00591    1.
    X00238  R00598    1.
    X00239  R00439    -1.
    X00239  R00592    -1.
    X00239  R00593    1.
    X00239  R00594    1.
    X00239  R00595    1.
    X00239  R00599    1.
    X00240  R00440    1.
    X00240  R00441    -1.
    X00240  R00442    1.
    X00240  R00443    1.
    X00240  R00600    1.
    X00240  R00601    1.
    X00240  R00602    -1.
    X00240  R00603    1.
    X00241  R00444    1.
    X00241  R00445    -1.
    X00241  R00446    1.
    X00241  R00447    1.
    X00241  R00604    1.
    X00241  R00605    1.
    X00241  R00606    -1.
    X00241  R00607    1.
    X00242  R00448    1.
    X00242  R00449    -1.
    X00242  R00450    1.
    X00242  R00451    1.
    X00242  R00608    1.
    X00242  R00609    1.
    X00242  R00610    -1.
    X00242  R00611    1.
    X00243  R00452    1.
    X00243  R00453    -1.
    X00243  R00454    1.
    X00243  R00455    1.
    X00243  R00612    1.
    X00243  R00613    1.
    X00243  R00614    -1.
    X00243  R00615    1.
    X00244  R00456    1.
    X00244  R00457    -1.
    X00244  R00458    1.
    X00244  R00459    1.
    X00244  R00600    -1.
    X00244  R00601    1.
    X00244  R00602    1.
    X00244  R00603    1.
    X00244  R00616    1.
    X00245  R00460    1.
    X00245  R00461    -1.
    X00245  R00462    1.
    X00245  R00463    1.
    X00245  R00604    -1.
    X00245  R00605    1.
    X00245  R00606    1.
    X00245  R00607    1.
    X00245  R00617    1.
    X00246  R00464    1.
    X00246  R00465    -1.
    X00246  R00466    1.
    X00246  R00467    1.
    X00246  R00608    -1.
    X00246  R00609    1.
    X00246  R00610    1.
    X00246  R00611    1.
    X00246  R00618    1.
    X00247  R00468    1.
    X00247  R00469    -1.
    X00247  R00470    1.
    X00247  R00471    1.
    X00247  R00612    -1.
    X00247  R00613    1.
    X00247  R00614    1.
    X00247  R00615    1.
    X00247  R00619    1.
    X00248  R00472    -1.
    X00248  R00620    1.
    X00248  R00621    1.
    X00248  R00622    -1.
    X00248  R00623    1.
    X00249  R00473    -1.
    X00249  R00624    1.
    X00249  R00625    1.
    X00249  R00626    -1.
    X00249  R00627    1.
    X00250  R00474    -1.
    X00250  R00628    1.
    X00250  R00629    1.
    X00250  R00630    -1.
    X00250  R00631    1.
    X00251  R00475    -1.
    X00251  R00632    1.
    X00251  R00633    1.
    X00251  R00634    -1.
    X00251  R00635    1.
    X00252  R00476    -1.
    X00252  R00620    -1.
    X00252  R00621    1.
    X00252  R00622    1.
    X00252  R00623    1.
    X00252  R00636    1.
    X00253  R00477    -1.
    X00253  R00624    -1.
    X00253  R00625    1.
    X00253  R00626    1.
    X00253  R00627    1.
    X00253  R00637    1.
    X00254  R00478    -1.
    X00254  R00628    -1.
    X00254  R00629    1.
    X00254  R00630    1.
    X00254  R00631    1.
    X00254  R00638    1.
    X00255  R00479    -1.
    X00255  R00632    -1.
    X00255  R00633    1.
    X00255  R00634    1.
    X00255  R00635    1.
    X00255  R00639    1.
    X00256  R00480    1.
    X00256  R00481    -1.
    X00256  R00482    1.
    X00256  R00483    1.
    X00256  R00640    1.
    X00256  R00641    1.
    X00256  R00642    -1.
    X00256  R00643    1.
    X00257  R00484    1.
    X00257  R00485    -1.
    X00257  R00486    1.
    X00257  R00487    1.
    X00257  R00644    1.
    X00257  R00645    1.
    X00257  R00646    -1.
    X00257  R00647    1.
    X00258  R00488    1.
    X00258  R00489    -1.
    X00258  R00490    1.
    X00258  R00491    1.
    X00258  R00640    -1.
    X00258  R00641    1.
    X00258  R00642    1.
    X00258  R00643    1.
    X00258  R00648    1.
    X00259  R00492    1.
    X00259  R00493    -1.
    X00259  R00494    1.
    X00259  R00495    1.
    X00259  R00644    -1.
    X00259  R00645    1.
    X00259  R00646    1.
    X00259  R00647    1.
    X00259  R00649    1.
    X00260  R00496    -1.
    X00260  R00650    1.
    X00260  R00651    1.
    X00260  R00652    -1.
    X00260  R00653    1.
    X00261  R00497    -1.
    X00261  R00654    1.
    X00261  R00655    1.
    X00261  R00656    -1.
    X00261  R00657    1.
    X00262  R00498    -1.
    X00262  R00650    -1.
    X00262  R00651    1.
    X00262  R00652    1.
    X00262  R00653    1.
    X00262  R00658    1.
    X00263  R00499    -1.
    X00263  R00654    -1.
    X00263  R00655    1.
    X00263  R00656    1.
    X00263  R00657    1.
    X00263  R00659    1.
    X00264  R00500    1.
    X00264  R00501    -1.
    X00264  R00502    1.
    X00264  R00503    1.
    X00264  R00660    1.
    X00264  R00661    1.
    X00264  R00662    -1.
    X00264  R00663    1.
    X00265  R00504    1.
    X00265  R00505    -1.
    X00265  R00506    1.
    X00265  R00507    1.
    X00265  R00664    1.
    X00265  R00665    1.
    X00265  R00666    -1.
    X00265  R00667    1.
    X00266  R00508    1.
    X00266  R00509    -1.
    X00266  R00510    1.
    X00266  R00511    1.
    X00266  R00660    -1.
    X00266  R00661    1.
    X00266  R00662    1.
    X00266  R00663    1.
    X00266  R00668    1.
    X00267  R00512    1.
    X00267  R00513    -1.
    X00267  R00514    1.
    X00267  R00515    1.
    X00267  R00664    -1.
    X00267  R00665    1.
    X00267  R00666    1.
    X00267  R00667    1.
    X00267  R00669    1.
    X00268  R00516    -1.
    X00268  R00670    1.
    X00268  R00671    1.
    X00268  R00672    -1.
    X00268  R00673    1.
    X00269  R00517    -1.
    X00269  R00674    1.
